# R,G,B per-pixel dark offset
1119.96,1443.29,1160.48
1121.11,1443.51,1160.17
1120.49,1442.66,1161.01
1119.86,1443.09,1160.03
1119.55,1442.21,1160.50
1120.40,1442.86,1160.38
1120.38,1442.58,1160.27
1119.93,1443.02,1160.17
1119.77,1442.52,1160.55
1120.12,1442.27,1160.41
1120.25,1442.27,1160.55
1120.39,1443.14,1161.07
1119.90,1442.25,1160.22
1119.96,1442.45,1160.58
1120.39,1442.50,1159.99
1120.83,1442.22,1160.79
1119.89,1444.17,1160.48
1120.09,1442.52,1159.96
1119.81,1442.60,1160.03
1119.69,1442.33,1160.51
1123.44,1442.93,1160.42
1120.05,1443.02,1162.03
1119.80,1442.71,1160.45
1119.96,1443.14,1160.06
1120.31,1442.17,1160.53
1119.88,1442.24,1159.99
1120.16,1441.91,1160.28
1119.56,1442.06,1160.47
1120.83,1445.82,1160.61
1119.68,1442.01,1161.05
1119.61,1442.27,1159.68
1120.34,1442.73,1160.48
1120.29,1442.65,1159.85
1119.80,1442.54,1160.28
1120.00,1442.38,1160.16
1120.19,1443.35,1160.04
1119.44,1442.38,1160.27
1119.89,1442.45,1160.17
1119.77,1442.68,1160.95
1119.77,1442.85,1160.13
1123.40,1442.63,1160.27
1120.20,1442.05,1160.53
1120.05,1442.39,1159.70
1120.27,1443.35,1160.66
1119.90,1442.44,1160.37
1119.44,1441.98,1160.53
1119.93,1441.93,1160.00
1119.99,1442.33,1160.31
1120.48,1442.38,1160.44
1119.80,1442.50,1160.00
1120.75,1442.56,1160.53
1120.12,1442.48,1160.22
1119.98,1442.62,1160.15
1120.15,1442.25,1159.97
1119.97,1442.39,1160.10
1119.77,1442.54,1160.21
1119.88,1442.20,1160.01
1120.00,1442.05,1162.07
1120.02,1442.28,1159.65
1120.34,1442.48,1160.24
1119.59,1442.05,1159.76
1119.43,1442.63,1160.17
1120.33,1442.70,1160.48
1119.57,1442.23,1160.04
1119.89,1442.24,1160.24
1119.86,1442.34,1160.31
1119.29,1442.50,1159.69
1120.01,1442.41,1160.26
1119.84,1444.59,1160.04
1120.16,1442.39,1159.78
1119.55,1442.05,1160.73
1119.47,1444.59,1159.86
1119.65,1442.67,1160.05
1119.17,1442.27,1159.98
1119.67,1442.36,1160.53
1119.91,1441.91,1159.74
1120.11,1442.10,1161.83
1119.61,1442.94,1159.86
1119.56,1441.98,1163.05
1120.10,1442.09,1162.95
1119.79,1445.39,1160.62
1119.67,1443.06,1160.61
1119.07,1442.32,1160.04
1120.22,1441.89,1162.12
1119.51,1442.35,1160.33
1119.30,1442.81,1160.43
1119.17,1442.13,1159.81
1119.83,1442.09,1160.16
1122.59,1442.24,1159.85
1119.70,1442.21,1159.96
1119.39,1442.52,1160.14
1119.11,1441.95,1160.05
1119.71,1442.14,1159.95
1121.16,1442.15,1159.93
1119.02,1441.99,1159.78
1119.89,1441.84,1163.59
1119.19,1442.58,1160.26
1119.64,1441.98,1159.92
1121.32,1441.78,1159.61
1119.77,1441.76,1160.26
1119.32,1441.69,1159.88
1119.73,1446.23,1160.01
1118.99,1442.10,1159.67
1118.91,1441.88,1159.83
1118.93,1441.88,1160.15
1118.80,1442.26,1159.95
1119.06,1442.94,1159.71
1119.51,1441.63,1159.99
1118.74,1441.61,1159.42
1118.63,1441.60,1159.37
1119.16,1441.80,1159.76
1119.29,1441.84,1159.53
1119.97,1441.93,1159.45
1118.98,1441.78,1159.48
1118.55,1441.51,1159.46
1118.96,1441.31,1159.64
1118.95,1441.67,1159.59
1119.02,1441.59,1159.68
1118.36,1441.27,1159.32
1118.38,1441.60,1158.98
1118.77,1442.08,1159.72
1119.11,1441.30,1158.95
1118.51,1441.86,1159.52
1118.48,1441.65,1159.34
1118.25,1441.27,1159.12
1118.34,1441.31,1159.34
1118.77,1442.63,1159.13
1117.99,1441.39,1159.92
1118.43,1440.78,1160.12
1118.85,1441.51,1159.19
1118.62,1442.07,1158.83
1118.41,1441.28,1159.24
1117.97,1441.41,1159.25
1118.13,1441.97,1159.03
1118.44,1441.72,1158.99
1118.56,1441.56,1159.33
1118.11,1441.75,1159.14
1118.09,1441.49,1159.17
1117.97,1441.93,1159.02
1117.67,1440.90,1159.40
1118.51,1440.91,1159.19
1118.14,1441.13,1159.17
1117.78,1441.38,1158.95
